PDB_ID,TITLE,RESOLUTION,R_FACTOR,R_FACTOR_W,HELIX,STRAND,n_SEQSTR,n_SEQRES,n_SEQAF,n_SEQDIFF,pLDDT_global,uniprot.id,csm.af.id,csm.rcsb.id
5HTX,Putative sugar kinases from Arabidopsis thaliana in complex with ADP,1.492,0.1448,0.1434,36,23,424,439,478,54,97.67,Q8L794,AF-Q8L794-F1-model_v4,AF_AFQ8L794F1
5HUB,High-resolution structure of chorismate mutase from Corynebacterium glutamicum,1.06,0.17548,0.17325,82,0,79,90,103,24,94.82,Q8NS29,AF-Q8NS29-F1-model_v4,AF_AFQ8NS29F1
5IB9,Crystal structure of aminopeptidase equipped with PAD from Aneurinibacillus sp. AM-1,1.4,0.18085,0.1787,33,27,412,421,456,44,97.33,A2V759,AF-A2V759-F1-model_v4,AF_AFA2V759F1
5ICU,The crystal structure of CopC from Methylosinus trichosporium OB3b,1.46,0.1664,0.16512,3,50,102,102,102,0,94.79,A0A158RFT6,AF-A0A158RFT6-F1-model_v4,AF_AFA0A158RFT6F1
5IHW,The crystal structure of SdrE from staphylococcus aureus,1.25,0.1444,0.1433,5,55,314,314,1141,827,95.39,Q6GBS4,AF-Q6GBS4-F1-model_v4,AF_AFQ6GBS4F1
5J4U,Crystal structure of a glutathione S-transferase PtGSTU30 from Populus trichocarpa in complex with GSH,1.249,0.1701,0.1695,61,9,218,231,220,2,96.92,B9I0G5,AF-B9I0G5-F1-model_v4,AF_AFB9I0G5F1
5JDA,Bacillus cereus CotH kinase plus Mg2+/AMP,1.401,0.1706,0.1702,38,23,359,359,358,1,96.84,Q739M5,AF-Q739M5-F1-model_v4,AF_AFQ739M5F1
5JDK,Crystal structure of the DNA binding domain of Sap1 in fission yeast S.pombe,0.998,0.1699,0.1696,75,0,104,137,254,150,91.22,P40847,AF-P40847-F1-model_v4,AF_AFP40847F1
5JO8,CEP104 TOG domain,1.4,0.2192,0.2186,73,0,256,279,950,694,94.36,E1C2W2,AF-E1C2W2-F1-model_v4,AF_AFE1C2W2F1
5LQ5,1.46 A resolution structure of PhnD1 from Prochlorococcus marinus (MIT 9301) in complex with phosphite,1.46,0.14764,0.14597,48,18,274,282,297,23,97.65,A3PC74,AF-A3PC74-F1-model_v4,AF_AFA3PC74F1
5M0N,Crystal structure of cytochrome P450 OleT in complex with formate,1.44,0.13639,0.13455,50,12,423,428,422,1,94.58,E9NSU2,AF-E9NSU2-F1-model_v4,AF_AFE9NSU2F1
5M0W,N-terminal domain of mouse Shisa 3,1.39,0.11644,0.11535,10,31,62,82,238,176,92.54,Q3UPR0,AF-Q3UPR0-F1-model_v4,AF_AFQ3UPR0F1
5M10,Crystal structure of cyclohexanone monooxygenase from Thermocrispum municipale in the oxidised state with a bound nicotinamide.,1.22,0.1319,0.13086,37,19,529,541,541,12,97.69,A0A1L1QK40,AF-A0A1L1QK40-F1-model_v4,AF_AFA0A1L1QK40F1
5M2P,The Structure of the Ycf54 protein from Synechocystis sp. PCC6803,1.33,0.15034,0.14925,42,27,106,109,133,27,95.57,P72777,AF-P72777-F1-model_v4,AF_AFP72777F1
5M3Q,Crystal structure of Tif6 from Chaetomium thermophilum,1.5,0.1514,0.1501,31,27,224,254,246,22,90.45,G0S683,AF-G0S683-F1-model_v4,AF_AFG0S683F1
5MDU,Structure of the RNA recognition motif (RRM) of Seb1 from S. pombe.,1.02,NA,0.1353,24,31,153,157,620,467,93.79,Q9UTE3,AF-Q9UTE3-F1-model_v4,AF_AFQ9UTE3F1
5MH0,Crystal structure of a DM9 domain containing protein from Crassostrea gigas,1.24,0.1278,0.1265,0,62,142,143,143,1,97.38,K1QRB6,AF-K1QRB6-F1-model_v4,AF_AFK1QRB6F1
5NBF,ENAH EVH1 in complex with Ac-[2-Cl-F]-[ProM-2]-[ProM-3]-OH,1.15,0.1381,0.1368,18,49,110,113,591,481,95.46,Q8N8S7,AF-Q8N8S7-F1-model_v4,AF_AFQ8N8S7F1
5NFK,Crystal structure of YrbA from Sinorhizobium meliloti in complex with nickel.,0.98,0.1019,0.1013,42,24,74,75,75,1,84.36,A0A452CS62,AF-A0A452CS62-F1-model_v4,AF_AFA0A452CS62F1
5NOA,Polysaccharide Lyase BACCELL_00875,1.26,0.12268,0.12135,58,3,354,381,381,27,97.08,Q8A1H4,AF-Q8A1H4-F1-model_v4,AF_AFQ8A1H4F1
5O37,Pseudomonas stutzeri PtxB in complex with methylphosphonate (MPn) to 1.37 A resolution,1.37,0.13893,0.13695,41,25,261,273,287,26,96.52,O69052,AF-O69052-F1-model_v4,AF_AFO69052F1
5O75,Ube4B U-box domain,1.483,0.1966,0.1954,38,17,71,78,1302,1231,90.78,O95155,AF-O95155-F1-model_v4,AF_AFO95155F1
5O77,Klebsiella pneumoniae OmpK35,1.5,0.15763,0.1568,6,59,337,337,358,21,97.46,A0A1P8FCM7,AF-A0A1P8FCM7-F1-model_v4,AF_AFA0A1P8FCM7F1
5OHQ,Crystal structure of the KOW6-KOW7 domain of human DSIF,1.098,0.1233,0.1224,5,50,110,111,1087,977,91.99,O00267,AF-O00267-F1-model_v4,AF_AFO00267F1
5OK4,Crystal structure of native [Fe]-hydrogenase Hmd from Methanothermobacter marburgensis inactivated by O2.,1.29,0.128,0.127,55,12,344,344,344,0,97.56,P32440,AF-P32440-F1-model_v4,AF_AFP32440F1
5OL9,Structure of human mitochondrial transcription elongation factor (TEFM) N-terminal domain,1.302,0.1906,0.1903,69,0,81,106,360,279,89.16,Q96QE5,AF-Q96QE5-F1-model_v4,AF_AFQ96QE5F1
5OMT,Endonuclease NucB,1.35,0.15034,0.1485,33,25,109,110,142,33,98.38,F1BV52,AF-F1BV52-F1-model_v4,AF_AFF1BV52F1
5OQ3,High resolution structure of the functional region of Cwp19 from Clostridium difficile,1.35,0.14958,0.14906,39,16,358,396,703,345,97.11,L7PGA3,AF-L7PGA3-F1-model_v4,AF_AFL7PGA3F1
5QU8,"Crystal Structure of symmetric swapped human Nck SH3.1 domain, 0.93A, orthorhombic form IV",0.93,0.1506,0.1489,10,34,58,87,377,319,84.32,P16333,AF-P16333-F1-model_v4,AF_AFP16333F1
5T9C,Crystal structure of B. subtilis 168 GlpQ in complex with glycerol-3-phosphate (1 hour soak),1.48,0.17,0.168,40,17,263,268,293,30,97.71,P37965,AF-P37965-F1-model_v4,AF_AFP37965F1
5TIV,Schistosoma haematobium (Blood Fluke) Sulfotransferase,1.43,0.1603,0.1591,57,7,246,253,266,20,96.9,A0A094ZWQ2,AF-A0A094ZWQ2-F1-model_v4,AF_AFA0A094ZWQ2F1
5TJZ,"Structure of 4-Hydroxytetrahydrodipicolinate Reductase from Mycobacterium tuberculosis with NADPH and 2,6 Pyridine Dicarboxylic Acid",1.5,0.1486,0.1476,36,27,245,245,245,0,97.14,P9WP23,AF-P9WP23-F1-model_v4,AF_AFP9WP23F1
5TPI,1.47 Angstrom Crystal Structure of the C-terminal Substrate Binding Domain of LysR Family Transcriptional Regulator from Klebsiella pneumoniae.,1.47,0.13886,0.13674,40,31,205,211,292,87,92.92,A6T8Z4,AF-A6T8Z4-F1-model_v4,AF_AFA6T8Z4F1
5U2O,Crystal structure of Zn-binding triple mutant of GH family 9 endoglucanase J30,1.46,0.14,0.14,42,13,543,576,576,33,96.78,A0A384E0U3,AF-A0A384E0U3-F1-model_v4,AF_AFA0A384E0U3F1
5U69,"Polycomb protein EED in complex with inhibitor: (3R,4S)-1-[(2-methoxyphenyl)methyl]-N,N-dimethyl-4-(1-methylindol-3-yl)pyrrolidin-3-amine",1.28,0.13405,0.1331,6,47,358,369,441,83,97.42,O75530,AF-O75530-F1-model_v4,AF_AFO75530F1
5UFY,Structure of Streptococcus pneumoniae peptidoglycan O-acetyltransferase A (OatA) C-terminal catalytic domain,1.12,0.1508,0.1502,49,13,179,224,605,426,92.95,Q8CY83,AF-Q8CY83-F1-model_v4,AF_AFQ8CY83F1
5UJC,"Crystal structure of a C.elegans B12-trafficking protein CblC, a human MMACHC homologue",1.35,0.13361,0.13209,43,15,267,270,272,5,97.17,Q7Z144,AF-Q7Z144-F1-model_v4,AF_AFQ7Z144F1
5UM2,Functional and structural characterization of a Sulfate-binding protein (Sbp) from Xanthomonas citri,1.14,0.1217,0.1207,50,16,316,334,338,22,97.69,Q8PNN7,AF-Q8PNN7-F1-model_v4,AF_AFQ8PNN7F1
5UQ6,PIG PURPLE ACID PHOSPHATASE COMPLEXED WITH PHOSPHATE IN TWO COORDINATION MODES ALONG WITH A BRIDGING HYDROXIDE ION,1.182,0.1417,0.1414,27,24,301,313,340,39,98.53,P09889,AF-P09889-F1-model_v4,AF_AFP09889F1
5UWZ,Protein 12 with aldehyde deformylating oxygenase activity from Gloeobacter violaceus,1.25,0.14014,0.13869,86,0,219,243,235,16,96.68,Q7NGM3,AF-Q7NGM3-F1-model_v4,AF_AFQ7NGM3F1
5W2F,Crystal Structure of the C-terminal Domain of Human eIF2D at 1.4 A resolution,1.4,0.1419,0.1404,36,26,201,206,584,383,88.74,P41214,AF-P41214-F1-model_v4,AF_AFP41214F1
5WP4,"Arabidopsis thaliana phosphoethanolamine N-methyltransferase 1 (AtPMT1, XIOPTL) in complex with SAH and phosphocholine",1.341,0.1524,0.1517,44,23,485,491,491,6,93.55,Q9FR44,AF-Q9FR44-F1-model_v4,AF_AFQ9FR44F1
5X2E,Crystal structure of Calmodulin like domain of CsTAL3 (1-81aa),1.299,0.1831,0.1801,64,8,80,80,184,104,86.2,Q2PMV7,AF-Q2PMV7-F1-model_v4,AF_AFQ2PMV7F1
5XJ5,"Crystal structure of PlsY (YgiH), an integral membrane glycerol 3-phosphate acyltransferase - the monoacylglycerol form",1.481,0.1889,0.1877,74,0,198,201,192,6,97.75,O66905,AF-O66905-F1-model_v4,AF_AFO66905F1
5XKX,Crystal structure of WT DddY,1.5,0.1354,0.1328,29,26,380,407,401,21,92.45,N8X9V6,AF-N8X9V6-F1-model_v4,AF_AFN8X9V6F1
5XTU,Crystal Structure of GDSL Esterase of Photobacterium sp. J15,1.38,0.159,0.1579,37,20,328,360,347,19,98.42,A0A0K0PV22,AF-A0A0K0PV22-F1-model_v4,AF_AFA0A0K0PV22F1
5Y1F,Monomeric L-threonine 3-dehydrogenase from metagenome database (NAD+ bound form),1.25,0.15827,0.15709,46,18,311,328,308,3,96.25,D6PBM7,AF-D6PBM7-F1-model_v4,AF_AFD6PBM7F1
5YJ6,The exoglucanase CelS from Clostridium thermocellum,1.43,0.1523,0.1518,42,16,636,655,381,255,98.33,C7ED31,AF-C7ED31-F1-model_v4,AF_AFC7ED31F1
5YVN,Human Glutathione Transferase Omega1,1.33,0.1757,0.1747,52,8,238,241,241,3,96.35,P78417,AF-P78417-F1-model_v4,AF_AFP78417F1
5Z3A,Glycosidase Wild Type,1.401,0.1171,0.1158,57,5,371,405,385,14,97.78,D2PPM8,AF-D2PPM8-F1-model_v4,AF_AFD2PPM8F1
5Z99,Crystal structure of Sialic acid Binding protein from Haemophilus ducreyi with Neu5Ac,1.494,0.1701,0.1688,32,23,485,485,525,40,98.27,Q7VL18,AF-Q7VL18-F1-model_v4,AF_AFQ7VL18F1
5ZCY,Crystal structure of archaeal translation initiation factor 1 at 1.5 Angstroms resolution,1.5,0.1753,0.1738,30,31,83,99,99,16,96.77,P58193,AF-P58193-F1-model_v4,AF_AFP58193F1
5ZT3,Crystal structure of WA352 from Oryza sativa,1.304,0.1881,0.1877,63,4,114,130,352,238,93.08,M1SWB3,AF-M1SWB3-F1-model_v4,AF_AFM1SWB3F1
5ZW7,FAD-PigA complex at 1.3 A,1.3,0.1139,0.1137,57,15,383,402,386,3,97.33,Q5W271,AF-Q5W271-F1-model_v4,AF_AFQ5W271F1
6AC0,Crystal structure of TRADD death domain GlcNAcylated by EPEC effector NleB,1.449,0.1864,0.1844,63,9,115,118,312,197,89.11,Q15628,AF-Q15628-F1-model_v4,AF_AFQ15628F1
6AC5,Crystal structure of RIPK1 death domain GlcNAcylated by EPEC effector NleB,1.451,0.1574,0.1558,71,2,97,111,671,574,86.76,Q13546,AF-Q13546-F1-model_v4,AF_AFQ13546F1
6AR0,Structure of human SLMAP FHA domain,1.08,0.1644,0.1639,0,44,138,140,828,690,85.27,Q14BN4,AF-Q14BN4-F1-model_v4,AF_AFQ14BN4F1
6B26,Crystal structure of human STAC2 Tandem SH3 Domains (296-411),1.2,0.1532,0.1524,10,47,117,120,411,294,93.51,Q6ZMT1,AF-Q6ZMT1-F1-model_v4,AF_AFQ6ZMT1F1
6C10,Crystal structure of mouse PCDH15 EC11-EL,1.399,0.1706,0.1693,25,38,244,247,1943,1699,78.74,Q99PJ1,AF-Q99PJ1-F1-model_v4,AF_AFQ99PJ1F1
6D0A,"Crystal structure of Kynurenine Aminotransferase-II in apo-form, at 1.47 A resolution",1.46809418277,0.173889680561,0.173515953791,41,15,431,431,425,6,97.35,Q8N5Z0,AF-Q8N5Z0-F1-model_v4,AF_AFQ8N5Z0F1
6DGA,Cronobacter turicensis RpfR quorum-sensing receptor RpfF interaction domain,1.19,0.1637,0.1613,14,45,95,95,684,589,80.96,C9XTL5,AF-C9XTL5-F1-model_v4,AF_AFC9XTL5F1
6E3A,tRNA 2'-phosphotransferase,1.4,0.1625,0.1616,37,20,180,182,182,2,97.07,A3DJX6,AF-A3DJX6-F1-model_v4,AF_AFA3DJX6F1
6E5F,Crystal structure of LpqN involved in cell envelope biogenesis of Mycobacterium tuberculosis,1.37,0.178,0.1768,20,43,173,228,228,55,96.01,O53780,AF-O53780-F1-model_v4,AF_AFO53780F1
6E60,Bacteroides ovatus mixed-linkage glucan utilization locus (MLGUL) SGBP-A,1.5,0.1591,0.1578,53,5,538,557,558,20,97.34,A7LY27,AF-A7LY27-F1-model_v4,AF_AFA7LY27F1
6ELM,Crystal structure of the human WNK2 CCT1 domain,1.14,0.1397,0.1383,38,19,98,98,2297,2199,85.13,Q9Y3S1,AF-Q9Y3S1-F1-model_v4,AF_AFQ9Y3S1F1
6EU8,Crystal structure of Tannerella forsythia Apo HmuY analog (TFO),1.47,0.18631,0.18453,8,46,192,196,216,24,96.85,A0A0A8R8E6,AF-A0A0A8R8E6-F1-model_v4,AF_AFA0A0A8R8E6F1
6EXX,Crystal Structure of Pes4 RRM4,1.1,0.1444,0.1435,27,41,79,79,611,532,89.18,P39684,AF-P39684-F1-model_v4,AF_AFP39684F1
6EXZ,Crystal structure of Mex67 C-term,1.3,0.1714,0.1696,71,0,69,72,599,530,87,Q99257,AF-Q99257-F1-model_v4,AF_AFQ99257F1
6FD1,"7-FE FERREDOXIN FROM AZOTOBACTER VINELANDII LOW TEMPERATURE, 1.35 A",1.35,0.153,NA,32,12,106,106,107,1,98.02,P00214,AF-P00214-F1-model_v4,AF_AFP00214F1
6FF1,CsoZ metallochaperone,1.3,0.14359,0.14218,32,33,69,69,69,0,94.52,Q2FWH0,AF-Q2FWH0-F1-model_v4,AF_AFQ2FWH0F1
6FSG,Crystal structure of oxidised Flavodoxin 1 from Bacillus cereus (1.27 A resolution),1.27,0.1522,0.1512,43,22,147,147,148,1,96.44,Q81G35,AF-Q81G35-F1-model_v4,AF_AFQ81G35F1
6FTH,"HMO binding ABC-transporter associated Solute Binding Protein, Blon_2347 From Bifidobacterium longum infantis ATCC 15697",1.46851433536,0.160998932361,0.159647648506,49,16,496,520,531,35,95.54,B7GNP9,AF-B7GNP9-F1-model_v4,AF_AFB7GNP9F1
6G28,Human [protein ADP-ribosylargenine] hydrolase ARH1 in complex with ADP-ribose,1.23,0.14566,0.14506,66,1,359,367,357,2,98.42,P54922,AF-P54922-F1-model_v4,AF_AFP54922F1
6G62,Crystal structure of thioredoxin O2 from Arabidopsis thaliana in oxidized state,1.5,0.168,0.1674,40,24,115,133,159,44,94.89,Q93VQ9,AF-Q93VQ9-F1-model_v4,AF_AFQ93VQ9F1
6G7D,Structure of MeT1 from Mycobacterium hassiacum in complex with SAM and glycerol.,1.35,0.1428,0.1414,39,21,220,231,218,2,96.3,K5B7F3,AF-K5B7F3-F1-model_v4,AF_AFK5B7F3F1
6GEH,Structure and reactivity of a siderophore-interacting protein from the marine bacterium Shewanella reveals unanticipated functional versatility.,1.15,0.1463,0.1449,27,33,256,256,264,8,95.59,Q080S8,AF-Q080S8-F1-model_v4,AF_AFQ080S8F1
6GMP,CRYSTAL STRUCTURE OF THE PPIASE DOMAIN OF TBPAR42,1.35,0.168,0.166,33,22,118,122,383,265,87.11,Q57XM6,AF-Q57XM6-F1-model_v4,AF_AFQ57XM6F1
6GZ8,First GerMN domain of the sporulation protein GerM from Bacillus subtilis,1,0.13499,0.13453,24,31,133,138,366,233,97.59,P39072,AF-P39072-F1-model_v4,AF_AFP39072F1
6H20,"GlnH bound to Asn, Mycobacterium tuberculosis",1.4,0.1911,0.1905,35,22,287,287,328,41,96.87,P96257,AF-P96257-F1-model_v4,AF_AFP96257F1
6HA4,Crystal structure of PAF - p-sulfonatocalix[4]arene complex,1.33,0.186,0.185,5,47,55,55,92,37,91.1,B6HWK0,AF-B6HWK0-F1-model_v4,AF_AFB6HWK0F1
6HQC,Structural investigation of the TasA anchoring protein TapA from Bacillus subtilis,1.28,0.14969,0.14718,0,47,116,116,253,137,94.29,P40949,AF-P40949-F1-model_v4,AF_AFP40949F1
6HXP,Structure of citryl-CoA lyase from Hydrogenobacter thermophilus,1.45,0.146,0.145,57,5,256,268,259,3,95.49,Q75VX1,AF-Q75VX1-F1-model_v4,AF_AFQ75VX1F1
6I05,Crystal structure of RlpA SPOR domain from Pseudomonas aeruginosa,1.213,0.1545,0.1529,33,39,76,79,342,266,83.56,Q9X6V6,AF-Q9X6V6-F1-model_v4,AF_AFQ9X6V6F1
6I18,CRYSTAL STRUCTURE OF FASCIN IN COMPLEX WITH BDP-13176,1.49,0.1735,0.1724,6,47,484,493,493,9,95.37,Q16658,AF-Q16658-F1-model_v4,AF_AFQ16658F1
6IBE,The FERM domain of Human EPB41L3,1.45,0.15562,0.15393,39,26,284,286,1087,803,92.82,Q9Y2J2,AF-Q9Y2J2-F1-model_v4,AF_AFQ9Y2J2F1
6IQC,Wild-type Programmed Cell Death 5 protein from Sulfolobus solfataricus,1.49,0.21647,0.20988,83,2,103,118,118,15,78.34,Q980F8,AF-Q980F8-F1-model_v4,AF_AFQ980F8F1
6J4D,"Crystal structure of MarH, an epimerase for biosynthesis of Maremycins in Streptomyces, under pH 4.7, without Zn",1.4,0.1465,0.1454,2,44,122,126,129,7,97.21,X2D812,AF-X2D812-F1-model_v4,AF_AFX2D812F1
6JEB,crystal structure of a beta-N-acetylhexosaminidase,1.498,0.1139,0.1125,37,18,469,469,493,24,96.26,B2UP57,AF-B2UP57-F1-model_v4,AF_AFB2UP57F1
6JI6,Crystal structure of glutathione S-transferase complexed and modified with glutathione,1.5,0.19242,0.1908,53,9,215,226,218,3,98.28,P08515,AF-P08515-F1-model_v4,AF_AFP08515F1
6JPT,Crystal structure of human PAC3 homodimer (trigonal form),0.96,0.1362,0.1359,25,40,121,122,122,1,93.28,Q9BT73,AF-Q9BT73-F1-model_v4,AF_AFQ9BT73F1
6JT5,Crystal structure of PQQ doamin of Pyranose Dehydrogenase from Coprinopsis cinerea: apo-from,1.5,0.107,0.105,7,39,409,410,726,317,95.47,A8P0V4,AF-A8P0V4-F1-model_v4,AF_AFA8P0V4F1
6JTB,Crystal structure of dipeptidyl peptidase 11 (DPP11) with citrate from Porphyromonas gingivalis (Space),1.5,0.17142,0.1702,50,15,699,720,720,21,97.02,B2RID1,AF-B2RID1-F1-model_v4,AF_AFB2RID1F1
6JYZ,Crystal structure of endogalactoceramidase,1.35,0.155,0.154,30,25,455,476,488,33,98.57,A0A3S5Y3Q1,AF-A0A3S5Y3Q1-F1-model_v4,AF_AFA0A3S5Y3Q1F1
6KFA,"Hydroxynitrile lyase from the millipede, Chamberlinius hualienensis bound with acetate",1.5,0.17456,0.17392,15,40,162,162,183,21,97.95,A0A0H5BR52,AF-A0A0H5BR52-F1-model_v4,AF_AFA0A0H5BR52F1
6KFS,Structure of CCM related protein,1.2,NA,0.1486,44,18,248,267,517,269,98.32,B7FR28,AF-B7FR28-F1-model_v4,AF_AFB7FR28F1
6KJK,Structure of the N-terminal domain of PorA,1.3,0.1821,0.181,0,59,134,147,246,112,90.22,B2RGZ7,AF-B2RGZ7-F1-model_v4,AF_AFB2RGZ7F1
6KTH,"Crystal structure of Juvenile hormone diol kinase JHDK-L2 from silkworm, Bombyx mori",1.22,NA,0.183,62,5,190,201,179,11,88.97,H9JH18,AF-H9JH18-F1-model_v4,AF_AFH9JH18F1
6L0O,WH domain of human MCM8,1.21,0.1225,0.1202,54,14,71,81,840,769,80.32,Q9UJA3,AF-Q9UJA3-F1-model_v4,AF_AFQ9UJA3F1
6LDL,Crystal structure of CYP116B46-N(20-445) from Tepidiphilus thermophilus in complex with HEME,1.38,0.1502,0.1489,53,8,418,426,779,361,95.09,A0A0K6ITW2,AF-A0A0K6ITW2-F1-model_v4,AF_AFA0A0K6ITW2F1
6M9M,Streptococcus mutans AlkD2 bound to inosine-5'-monophosphate,1.401,0.1375,0.136,71,0,207,207,210,3,97.76,A0A0M3KL00,AF-A0A0M3KL00-F1-model_v4,AF_AFA0A0M3KL00F1
6MJ7,Crystal structure of p62 ZZ domain in complex with free arginine,1.412,0.1386,0.1356,9,22,54,55,440,386,89.63,Q13501,AF-Q13501-F1-model_v4,AF_AFQ13501F1
6MM2,Carbon regulatory PII-like protein SbtB from Cyanobium sp. 7001 bound to ATP and calcium,1.04,NA,0.1452,29,38,99,104,104,5,88.14,B5II98,AF-B5II98-F1-model_v4,AF_AFB5II98F1
6N0K,The complex of CCG-257081 bound to pirin,1.46,0.1789,0.1774,8,49,288,301,290,2,97.03,O00625,AF-O00625-F1-model_v4,AF_AFO00625F1
6N4L,Dithionite-reduced ADP-bound form of the nitrogenase Fe-protein from A. vinelandii,1.13,0.1464,0.1459,42,16,283,289,290,7,91.9,P00459,AF-P00459-F1-model_v4,AF_AFP00459F1
6NZS,Dextranase AoDex KQ11,1.4,0.1683,0.1676,7,43,587,587,587,0,97.29,A0A4V8H044,AF-A0A4V8H044-F1-model_v4,AF_AFA0A4V8H044F1
6P28,Crystal structure of the MIR domain (aa 337-532) of the S. cerevisiae mannosyltransferase Pmt2,1.35,0.187,0.187,5,44,192,196,759,567,94.73,P31382,AF-P31382-F1-model_v4,AF_AFP31382F1
6PNV,1.42 Angstrom Resolution Crystal Structure of Translocation Protein TolB from Salmonella enterica,1.42,0.1635,0.1618,9,45,411,411,430,19,97.42,Q8ZQT5,AF-Q8ZQT5-F1-model_v4,AF_AFQ8ZQT5F1
6PVJ,Crystal structure of PhqK in complex with malbrancheamide C,1.25,0.1545,0.1542,38,24,444,459,459,15,89.33,L0E4H0,AF-L0E4H0-F1-model_v4,AF_AFL0E4H0F1
6QXU,"Human TNKS1 in complex with 6,8-Difluoro-2-[4-(1-hydroxy-1-methyl-ethyl)-phenyl]-3H-quinazolin-4-one",1.2,0.19,0.189,24,29,209,211,1327,1118,71.5,O95271,AF-O95271-F1-model_v4,AF_AFO95271F1
6RK4,"Lysostaphin SH3b P4-G5 complex, synchrotron dataset",1.43,0.2004,0.1989,0,57,93,493,493,400,94.81,P10547,AF-P10547-F1-model_v4,AF_AFP10547F1
6RRV,Crystal structure of the Sir4 H-BRCT domain,1.1,0.1184,0.1172,48,12,127,127,1358,1231,81.18,P11978,AF-P11978-F1-model_v4,AF_AFP11978F1
6RY0,Crystal structure of Dfg5 from Chaetomium thermophilum,1.05,0.1069,0.106,55,4,410,443,474,64,97.95,G0S3F2,AF-G0S3F2-F1-model_v4,AF_AFG0S3F2F1
6RY3,Structure of the WUS homeodomain,1.374,0.1859,0.1844,69,0,65,76,292,227,95.25,Q9SB92,AF-Q9SB92-F1-model_v4,AF_AFQ9SB92F1
6SA5,SALSA / DMBT1 / GP340 SRCR domain 8,1.29,0.1563,0.1548,15,28,107,137,2413,2306,87.27,Q9UGM3,AF-Q9UGM3-F1-model_v4,AF_AFQ9UGM3F1
6SBC,Structure of type II terpene cyclase MstE from Scytonema in complex with farnesyl dihydroxybenzoate,1.35,0.1173,0.1154,53,7,352,367,366,14,98.13,A0A2D1CM82,AF-A0A2D1CM82-F1-model_v4,AF_AFA0A2D1CM82F1
6SHU,Borrelia burgdorferi BmpD nucleoside binding protein bound to adenosine,1.43002869382,0.154848832023,0.153557668964,47,22,316,361,341,25,97.54,P0CL55,AF-P0CL55-F1-model_v4,AF_AFP0CL55F1
6SID,Crystal structure of the C-lobe of drosophila Arc 1 at atomic resolution,1.05,NA,0.13,61,0,83,90,254,171,96.63,Q7K1U0,AF-Q7K1U0-F1-model_v4,AF_AFQ7K1U0F1
6ST4,Crystal structure of the tick chemokine-binding protein Evasin-4 (SG 1),1.29,0.179,0.1781,6,48,87,104,127,40,87.3,P0C8E9,AF-P0C8E9-F1-model_v4,AF_AFP0C8E9F1
6T0Y,Crystal structure of YlmD from Geobacillus stearothermophilus,1.2,0.1492,0.1483,27,26,270,275,274,4,97.59,P84138,AF-P84138-F1-model_v4,AF_AFP84138F1
6T2T,"Crystal structure of Drosophila melanogaster glutathione S-transferase epsilon 14 in complex with glutathione and 2-methyl-2,4-pentanediol",1.3,0.1571,0.1567,59,7,229,238,232,3,93.45,Q7JYX0,AF-Q7JYX0-F1-model_v4,AF_AFQ7JYX0F1
6T6H,Apo structure of the Bottromycin epimerase BotH,1.18,0.1574,0.1569,43,19,253,310,293,40,81.14,K4MHV9,AF-K4MHV9-F1-model_v4,AF_AFK4MHV9F1
6T84,"crystal structure of the mycobacterial trehalose monomycolate transport factor A, TtfA",1.4,0.1751,0.1739,31,33,178,187,278,100,93.33,A0QQF4,AF-A0QQF4-F1-model_v4,AF_AFA0QQF4F1
6T9Q,"Crystal structure of the second, C-terminal repeat of the DNA-binding domain of human TImeless",1.15,0.1294,0.128,56,0,62,67,1208,1146,82.34,Q9UNS1,AF-Q9UNS1-F1-model_v4,AF_AFQ9UNS1F1
6TA9,Bd0314 DslA wild-type form 1,1.361,0.142,0.1399,53,9,182,254,254,72,98.2,Q6MQY8,AF-Q6MQY8-F1-model_v4,AF_AFQ6MQY8F1
6TM3,Structure of methylene-tetrahydromethanopterin dehydrogenase from Methylorubrum extorquens AM1 in a close conformation containing NADP+ and methylene-H4MPT,1.08,0.1135,0.1128,43,20,289,303,288,1,97.72,P55818,AF-P55818-F1-model_v4,AF_AFP55818F1
6UAQ,"Crystal structure of a GH128 (subgroup I) endo-beta-1,3-glucanase from Amycolatopsis mediterranei (AmGH128_I)",1.15,0.1506,0.15,36,20,241,263,269,28,98.49,G0FQ07,AF-G0FQ07-F1-model_v4,AF_AFG0FQ07F1
6UAV,"Crystal structure of a GH128 (subgroup II) endo-beta-1,3-glucanase from Pseudomonas viridiflava (PvGH128_II)",1.5,0.17224,0.17077,37,17,259,259,290,31,98.53,A0A1Y6JJH6,AF-A0A1Y6JJH6-F1-model_v4,AF_AFA0A1Y6JJH6F1
6UQV,"Crystal structure of ChoE, a bacterial acetylcholinesterase from Pseudomonas aeruginosa",1.35,0.1547,0.1536,43,11,287,287,307,20,97.81,Q9HUP2,AF-Q9HUP2-F1-model_v4,AF_AFQ9HUP2F1
6UTC,Intra-chain disulfide bonded ToxR periplasmic domain from Vibrio vulnificus,1.249,0.1944,0.1925,32,35,91,104,290,199,92.24,Q9RP86,AF-Q9RP86-F1-model_v4,AF_AFQ9RP86F1
6W54,Crystal Structure of Gallic Acid Decarboxylase from Arxula adeninivorans,1.5,0.1414,0.1402,35,35,221,231,231,10,95.23,A0A060TAG5,AF-A0A060TAG5-F1-model_v4,AF_AFA0A060TAG5F1
